company,category,country,city,website,email,phone,status,audit_a,audit_a_reason,audit_b,audit_b_reason,source_url,notes
Brofjorden Ship Agency / Gothenburg Ship Agency,ship_agency,Sweden,Gothenburg,https://shipagency.org/,,,needs_review,plausible,Search budget exhausted; no verification possible and generic shipagency.org domain warrants re-check.,plausible,"Search budget exhausted; no live check possible, generic shipagency.org domain could not be tied to the company.",https://shipagency.org/,"Acts as port agent in every Swedish port; offices Brofjorden, Gothenburg, Stenungsund."
Citadel Shipping,ship_agency,Sweden,Gothenburg,,,,needs_review,plausible,Search budget exhausted; only source is a directory listing and no verification possible this session — needs re-check.,plausible,Search budget exhausted; only source is a directory listing and no independent verification was possible.,https://magicport.ai/ship-agents/sweden/citadel-shipping,"Representatives in Gothenburg, Kalmar, Helsingborg, Landskrona, Halmstad and Malmo; covers west coast and southern Sweden."
Scandinavian Shipping & Logistics,ship_agency,Sweden,,https://www.scandinavianshipping.se/,,,needs_review,plausible,"Search budget exhausted; known Swedish port agency/logistics firm per prior knowledge, but not live-verified this session.",plausible,"Search budget exhausted; known Swedish port agency brand, website not live-verified.",https://www.scandinavianshipping.se/en/port-agency/,"Complete port agency for all vessel types calling Swedish ports, year-round."
Swedmar Shipping Services AB,ship_agency,Sweden,Gothenburg,https://swedmarshipping.com/,,,needs_review,plausible,Search budget exhausted; no verification possible this session and company not in prior knowledge — needs re-check.,plausible,"Search budget exhausted; no live check possible, details not contradicted but unverified.",https://swedmarshipping.com/,"Agency and service company started Aug 2017; covers Swedish ports 24/7, attending and non-attending services."
Ilya Ship Agency Ltd.,ship_agency,Turkey,Izmir,https://ilya.com.tr,,,needs_review,plausible,"Consistent with a known Izmir-based Turkish agency, but could not verify by search (budget exhausted).",plausible,"Search budget exhausted, no live check; details unverified this session.",https://ilya.com.tr/en/hizmetler/gemi-acenteligi/,"Serves ship and cargo owners in all Turkish ports and straits; agency since 2003 in Izmir, Marmara branch in Izmit since 2010."
Pelikan Shipping Agency,ship_agency,Turkey,Izmit,https://www.pelikanshipping.com,,,needs_review,plausible,"Consistent with a known Izmit-based Turkish agency, but could not verify by search (budget exhausted).",plausible,"Search budget exhausted, no live check; consistent with a known Izmit-based Turkish agency.",https://www.pelikanshipping.com/,"Originated from Orion Shipping's Izmit agency dept (1990); established 2003, serves all Turkish ports."
Biehl & Co.,ship_agency,USA,,,,,needs_review,plausible,"Known historic US (Houston-based) ship agency and ASBA member per prior knowledge, but live search unavailable (budget exhausted).",plausible,"Search budget exhausted, no live check; matches prior knowledge of a long-standing US Gulf Coast ship agency.",https://www.asba.org/asba-certified-agents,Listed as ASBA member ship agency.
Fillette Green Shipping Services (USA),ship_agency,USA,,,,,needs_review,plausible,"Known Tampa-based US ship agency per prior knowledge, but live search unavailable (budget exhausted).",plausible,"Search budget exhausted, no live check; matches prior knowledge of the Tampa-based US ship agency.",https://www.asba.org/asba-certified-agents,Listed as ASBA member ship agency.
GAC Shipping (USA) Inc.,ship_agency,USA,,,,,needs_review,plausible,"Matches known US arm of the global GAC group (Houston-based ship agency), but web search budget was exhausted so no independent verification was possible.",plausible,"Search budget exhausted before this pass; GAC's US arm (Houston) is a well-known real agency per background knowledge, but not live-verified.",https://www.asba.org/asba-certified-agents,Listed as ASBA member; US arm of global GAC agency network.
"General Steamship Agencies, Inc.",ship_agency,USA,,,,,needs_review,plausible,"Known US ship agency (GenSteam) and ASBA member per prior knowledge, but live search unavailable (budget exhausted).",plausible,"Search budget exhausted, no live check; consistent with the known US agency General Steamship.",https://www.asba.org/asba-certified-agents,Listed as ASBA member ship agency.
Gulf Harbor Shipping LLC,ship_agency,USA,,,,,needs_review,plausible,"Weak prior recollection of a US Gulf-coast agency by this name; search budget exhausted, could not verify.",plausible,"Search budget exhausted; name matches a Louisiana-area agency per weak background knowledge, could not be live-verified.",https://www.asba.org/asba-certified-agents,Listed as ASBA member ship agency.
Inchcape Shipping Services,ship_agency,USA,,,,,needs_review,plausible,"Well-known global port agency with US operations per prior knowledge, but search budget exhausted; not independently verified this session.",plausible,"Search budget exhausted; Inchcape is a major global port agency with US operations per background knowledge, but not live-verified.",https://www.asba.org/asba-certified-agents,Listed as ASBA member; US operation of global port agency network.
"John S. Connor, Inc.",ship_agency,USA,,,,,needs_review,plausible,"Known Maryland-based US ship agency/forwarder per prior knowledge, but live search unavailable (budget exhausted).",plausible,"Search budget exhausted, no live check; matches prior knowledge of the Baltimore-based agency/forwarder.",https://www.asba.org/asba-certified-agents,Listed as ASBA member ship agency.
"Lott Ship Agency, Inc.",ship_agency,USA,,,,,needs_review,plausible,"Consistent with a known Mobile, Alabama ship agency, but search budget exhausted; unverified.",plausible,"Search budget exhausted; a Lott Ship Agency in Mobile, AL is known to exist per background knowledge, but not live-verified.",https://www.asba.org/asba-certified-agents,Listed as ASBA member ship agency.
"Moran Shipping Agencies, Inc.",ship_agency,USA,Providence,https://www.moranshipping.com,,,needs_review,plausible,"Well-documented Providence, RI ship agency (founded 1937) per prior knowledge, but live search unavailable (budget exhausted).",plausible,"Search budget exhausted, no live check; matches prior knowledge of the major Providence-based US ship agent.",https://www.moranshipping.com/company,"Founded 1937; largest independently owned shipping agent in the US, 5000+ port calls/year in 100+ North American ports. ASBA member."
Riverbend Shipping LLC,ship_agency,USA,,,,,needs_review,plausible,"Name is consistent with a US Gulf/Mississippi-river agency but I hold no strong prior knowledge; search budget exhausted, unverified.",plausible,Search budget exhausted; no verification possible and background knowledge is weak - re-check when search is available.,https://www.asba.org/asba-certified-agents,Listed as ASBA member ship agency.
AR Shipping,ship_agency,United Arab Emirates,Fujairah,http://arshipping.com/,,,needs_review,plausible,Not independently verified: web search budget exhausted before any query ran; no contradicting evidence.,plausible,"No live search possible (budget exhausted) and no background knowledge of this Fujairah agent; unverified, not contradicted.",http://arshipping.com/about-us/,Ship agent in Fujairah since 2007; hub and ship agency services.
Blue Bell Shipping,ship_agency,United Arab Emirates,Dubai,https://bluebellshipping.com/,,,needs_review,plausible,"Known Dubai-based UAE port agency from prior knowledge, but live search verification was blocked by exhausted search budget.",plausible,"Known Dubai-based UAE port agency from background knowledge, but website/domain could not be live-verified (search budget exhausted).",https://bluebellshipping.com/service/ship-agency-services/,"Port agency services at Jebel Ali, Port Rashid, Fujairah and Ras Al Khaimah."
Galaxy Shipping Agency,ship_agency,United Arab Emirates,Dubai,https://galaxyship.com/,,,needs_review,plausible,Search budget exhausted; plausible Dubai ship agency but could not be independently verified.,plausible,"Consistent with a Dubai ship agency operating since 1990, but galaxyship.com ownership could not be independently verified (web search budget exhausted).",https://galaxyship.com/,"Serving UAE shipping operations since 1990; offices in Dubai, Fujairah and Khorfakkan."
Middle East Fuji Khimji Shipping (MEFKS),ship_agency,United Arab Emirates,Fujairah,https://mefks.ae/,,,needs_review,plausible,Search budget exhausted; Middle East Fuji is a known Fujairah marine services group and this JV is plausible but unverified.,plausible,"Middle East Fuji is a known Fujairah marine services group and a Khimji joint-venture agency is plausible, but mefks.ae could not be verified (web search budget exhausted).",https://mefks.ae/,"Established 2010, HQ Fujairah with branches in Abu Dhabi, Dubai, Ras Al Khaimah and Sharjah; full agency, logistics and marine services."
GAC Shipping (UK) Ltd,ship_agency,United Kingdom,,,,,needs_review,confirmed,GAC's UK ship agency operation is well documented (gac.com/united-kingdom); note current trading entity is often styled GAC Services (UK) Ltd / GAC UK.,plausible,"GAC's UK ship agency is real and active, but the entity (Companies House SC121827) is now registered as GAC Services (UK) Ltd, so the listed name appears stale.",https://www.fonasba.com/fonasba-initiatives/fonasba-quality-standard/accredited-companies/,Search-result content stated GAC Shipping (UK) Ltd is listed among FONASBA Quality Standard approved companies.
George Hammond Marine Limited,ship_agency,United Kingdom,,https://georgehammond.com,,,needs_review,plausible,George Hammond is a long-established UK ships agency per prior knowledge; the GHML entity and URL could not be verified live (search quota exhausted).,plausible,"George Hammond is a genuine historic UK (Dover-based) agency group and georgehammond.com is its domain, but the Marine Limited entity details are unverified (search budget exhausted).",https://georgehammond.com/ghml-new-agency/,"Ships agency handling calls at London, Tilbury, London Gateway, Southampton and other UK ports for owners, charterers and managers."
South Coast Port Services,ship_agency,United Kingdom,Southampton,https://southcoastportservices.co.uk,,,needs_review,plausible,Unverified — no prior knowledge and no search could be run (session quota exhausted); treat as needing re-check.,plausible,"Southampton port agent consistent with its own site, but no independent evidence could be gathered (search budget exhausted).",https://southcoastportservices.co.uk/contact,Port agent within Port of Southampton; also serves Essex/London Gateway container terminals.
Wainwright Bros & Co Ltd,ship_agency,United Kingdom,Southampton,https://www.wainwrightbros.com,,,needs_review,plausible,"Known historic UK ship agency per prior knowledge, but Southampton office and website not verifiable live (search quota exhausted).",plausible,"Wainwright Bros is a known long-established UK ship agency, though the Southampton office detail is unverified (search budget exhausted).",https://www.wainwrightbros.com/,"Ship and port agency services throughout the UK, office in Southampton."
Austrian Lloyd Ship Management,ship_manager,Cyprus,Limassol,https://oelsm.com,,,needs_review,plausible,"Search budget exhausted; known Limassol-based ship manager (Oesterreichischer Lloyd), but oelsm.com website could not be re-verified.",plausible,"Known Limassol-based manager (Oesterreichischer Lloyd, hence oelsm.com domain), consistent with my knowledge, but site ownership could not be live-verified.",https://en.wikipedia.org/wiki/Austrian_Lloyd_Ship_Management,"Limassol-based ship manager focused on bulk carriers, car carriers, container ships and reefers."
Columbia Shipmanagement,ship_manager,Cyprus,Limassol,https://columbia-shipmanagement.com,,,needs_review,plausible,"Search budget exhausted; well-known Limassol-based ship manager founded 1978, details match prior knowledge but no live search evidence.",confirmed,Well-known Limassol-based ship manager (est. 1978) and columbia-shipmanagement.com is its site; assessed from model knowledge as search budget was exhausted.,https://magicport.ai/owners-managers/cyprus/columbia-shipmanagement-ltd,"Established Limassol 1978; HQ 21 Spyrou Kyprianou Avenue, Limassol; strong in tanker management."
Interorient Shipmanagement,ship_manager,Cyprus,Limassol,https://interorientshipmanagement.com,,,needs_review,plausible,"Search budget exhausted; known Limassol-headquartered manager founded 1979, consistent with prior knowledge but unverified by search.",plausible,"Company is real (Limassol, est. 1979) but I could not verify live whether interorientshipmanagement.com or the group domain interorient.com is the current official site.",https://interorientshipmanagement.com/,"Founded 1979, group HQ Limassol, Cyprus; technical and crew management; also Singapore office."
Intership Navigation,ship_manager,Cyprus,Limassol,https://www.intership-navigation.com,,,needs_review,plausible,"Search budget exhausted; known Limassol-based Hartmann Group subsidiary, consistent with prior knowledge but unverified by search.",confirmed,Hartmann Group's Limassol ship manager with intership-navigation.com as its site; assessed from model knowledge (no live search available).,https://maritime-union.com/company/intership-navigation-co-ltd,"Established 1988 in Limassol; part of Germany's Hartmann Group; technical and crew management for bulkers, tankers, gas carriers."
MSC Shipmanagement,ship_manager,Cyprus,Limassol,https://www.mscshipmanagement.com,,,needs_review,plausible,"Search budget exhausted; known Limassol-based ship management arm of MSC, consistent with prior knowledge but unverified by search.",confirmed,MSC's Limassol-based ship/crew management arm and mscshipmanagement.com is its site; assessed from model knowledge (no live search available).,https://www.mscshipmanagement.com/,"Based at 8 Spyrou Kyprianou Avenue, Limassol, Cyprus; ship and crew management arm serving the MSC fleet."
Marlow Navigation,ship_manager,Cyprus,Limassol,https://marlow-navigation.com,,,needs_review,plausible,"Search budget exhausted; known Limassol-based crew and ship management group founded 1982, consistent with prior knowledge but unverified by search.",confirmed,Leading Limassol-based crew/ship management group (est. 1982) with marlow-navigation.com as its site; assessed from model knowledge (no live search available).,https://marlow-navigation.com/en/marlow-cyprus.asp,"Established 1982, HQ Limassol; leading crew and ship management group, network in 14 countries, 26,000+ active seafarers."
Uniteam Marine,ship_manager,Cyprus,Limassol,https://www.uniteammarine.com,,,needs_review,plausible,"Search budget exhausted; known Limassol-based crew and ship manager founded 1986, consistent with prior knowledge but unverified by search.",plausible,"Real Cyprus-based crew/ship manager with uniteammarine.com as its site, but founding-year and current details could not be verified live.",https://www.highperformr.ai/company/uniteam-marine-limited,"Founded 1986, HQ Archiepiskopou Makariou III Avenue, Limassol; crew and technical ship management with offices in Germany, Singapore, Philippines, Myanmar."
Bernhard Schulte Shipmanagement (BSM),ship_manager,Germany,Hamburg,https://www.bsm.com,,,needs_review,plausible,BSM is a major Schulte Group ship manager headquartered in Hamburg per prior knowledge; live search unavailable (budget exhausted).,confirmed,"Real Schulte Group ship manager based in Hamburg, but listed site is the parent group's; BSM's own domain is bsm.com (prior knowledge, search unavailable).",https://www.trusteddocks.com/ship-manager/45295-bernhard-schulte-shipmanagement-bsm,"HQ Vorsetzen 54, Hamburg; 600+ vessels, 11 ship management centres, ~40,000 crew; part of Schulte Group."
Wilhelmsen Ahrenkiel Ship Management,ship_manager,Germany,Hamburg,https://www.wilhelmsen-ahrenkiel.com,,,needs_review,plausible,"Search budget exhausted; consistent with known Hamburg JV of Wilhelmsen Ship Management and MPC Capital's Ahrenkiel, but details could not be re-verified.",plausible,"Known Hamburg-based Wilhelmsen/MPC Capital (Ahrenkiel) container-feeder JV, consistent with my knowledge, but wilhelmsen-ahrenkiel.com could not be live-verified.",https://www.wilhelmsen-ahrenkiel.com/company/about-us,Hamburg-headquartered JV of Wilhelmsen Ship Management and MPC Capital's Ahrenkiel Steamship; manages ~72 feeder container ships; offices in Rotterdam and Singapore.
Zeaborn Ship Management,ship_manager,Germany,Hamburg,https://www.zeaborn.com,,,needs_review,plausible,"Search budget exhausted; Hamburg-based manager acquired by Wilhelmsen and MPC Capital in 2023 per prior knowledge, but no live search evidence.",plausible,Real Hamburg ship manager acquired by Wilhelmsen/MPC Capital in 2023; site believed to be zeaborn.com but post-acquisition branding could not be verified live.,https://www.wilhelmsen.com/media-news-and-events/press-releases/2023/wilhelmsen-and-mpc-capital-acquire-hamburg-based-ship-manager-zeaborn/,"Hamburg-based manager of ~100 vessels (offices Hamburg, Limassol, Singapore, Manila); acquired by Wilhelmsen and MPC Capital in 2023."
Anglo-Eastern,ship_manager,Hong Kong,Hong Kong,https://www.angloeastern.com,,,needs_review,plausible,Major Hong Kong-headquartered third-party ship manager (merged with Univan 2015) per prior knowledge; live search unavailable (budget exhausted).,confirmed,"Major Hong Kong-headquartered ship manager; 2015 Univan merger and angloeastern.com both correct (prior knowledge, search unavailable).",https://www.highperformr.ai/company/anglo-eastern,"HQ at Kingston International Centre, Kowloon Bay, Hong Kong; 740+ ships under third-party management after 2015 Univan merger."
Fleet Management Limited,ship_manager,Hong Kong,Hong Kong,https://www.fleetship.com,,,needs_review,plausible,"Search budget exhausted; known Hong Kong ship manager under the Caravel Group, consistent with prior knowledge but unverified by search.",confirmed,Hong Kong-based Caravel Group ship manager and fleetship.com is its official domain; assessed from model knowledge (no live search available).,https://www.highperformr.ai/company/fleet-management-limited,"HQ Dah Sing Financial Centre, 108 Gloucester Road, Hong Kong; ~500 vessels, 22 offices; Caravel Group company."
Wallem Group,ship_manager,Hong Kong,Hong Kong,https://www.wallem.com,,,needs_review,plausible,"Search budget exhausted; century-old Hong Kong-based maritime group per prior knowledge, but no live search evidence.",confirmed,Century-old Hong Kong ship manager and wallem.com is its official site; assessed from model knowledge (no live search available).,https://www.marinelink.com/news/wallem-group-celebrates-a-century-531924,"Century-old ship manager headquartered in Hong Kong (Dorset House, Taikoo Place, Quarry Bay)."
Eaglestar,ship_manager,Malaysia,Kuala Lumpur,https://www.eaglestar.com.my,,,needs_review,confirmed,"Search budget exhausted; well-known as MISC Group's KL-based ship management arm, matching stated details from established knowledge.",plausible,"Matches known facts (MISC Group's KL-based ship management arm, eaglestar.com.my), but website could not be live-checked as search budget was exhausted.",https://www.eaglestar.com.my/contact-us,"MISC Group's ship management arm (formed 2018 from MISC/AET fleet management integration); based at Menara Dayabumi, Kuala Lumpur, with Singapore operations."
OSM Thome,ship_manager,Norway,Arendal,https://osmthome.com,,,needs_review,plausible,"Search budget exhausted; OSM Maritime and Thome merged in 2023 with HQ in Arendal per prior knowledge, but no live search evidence.",confirmed,"Real 2023 OSM Maritime/Thome merger headquartered in Arendal, Norway; official site osmthome.com added since row had no website (model knowledge, no live search).",https://gcenode.no/news/the-ship-management-giant-in-arendal/,"2023 merger of OSM Maritime and Thome Group; 1,000+ ships, ~30,000 seafarers; HQ Arendal, Norway."
Executive Ship Management (ESM),ship_manager,Singapore,Singapore,https://www.executiveship.com,,,needs_review,plausible,"Search budget exhausted; known Singapore ship manager operating the SIMS training institute per prior knowledge, but no live search evidence.",confirmed,"Singapore-based manager of tankers/gas carriers running the SIMS institute, with executiveship.com as its site; assessed from model knowledge (no live search available).",https://www.executiveship.com/aboutus.html,"HQ 78 Shenton Way, Singapore; offices in 12 cities; strong in tankers, gas carriers and dry bulk; runs SIMS training institute."
Goodwood Ship Management,ship_manager,Singapore,Singapore,https://www.goodwoodship.com.sg,,,needs_review,plausible,"Search budget exhausted; known Singapore tanker-focused independent manager, but 2025 DHT acquisition detail could not be independently re-verified.",plausible,"Known Singapore tanker manager and DHT Holdings did agree to acquire it in 2025, but goodwoodship.com.sg could not be live-verified; note it is no longer independent post-acquisition.",https://magicport.ai/owners-managers/singapore/goodwood-ship-management,"Independent tanker-focused manager founded 2008, based at TeleTech Park, Science Park Road, Singapore; acquired by DHT Holdings in April 2025."
Synergy Marine Group,ship_manager,Singapore,Singapore,https://www.synergymarinegroup.com,,,needs_review,plausible,"Search budget exhausted; known major Singapore-headquartered ship manager, consistent with prior knowledge but unverified by search.",confirmed,Major Singapore-headquartered ship manager and synergymarinegroup.com is its official site; assessed from model knowledge (no live search available).,https://www.synergymarinegroup.com/contact/our-presence/,"HQ 1 Kim Seng Promenade, Great World City, Singapore; cited as world's third-largest shipmanager."
Union Marine Management Services (UMMS),ship_manager,Singapore,Singapore,https://www.unimarships.com,,,needs_review,plausible,"Search budget exhausted; matches known Singapore-headquartered ship manager UMMS, but website/details could not be re-verified.",plausible,"UMMS is a known Singapore-headquartered ship manager and unimarships.com is consistent, but the site could not be live-verified.",https://www.unimarships.com/about-us,"Singapore-headquartered ship manager established 2012; hubs in Singapore, India, Philippines, Norway, Vietnam and China."
Wilhelmsen Ship Management,ship_manager,Singapore,Singapore,https://www.wilhelmsen.com,,,needs_review,plausible,"Search budget exhausted; known Wilhelmsen unit that moved HQ from Kuala Lumpur to Singapore, consistent with prior knowledge but unverified by search.",confirmed,HQ moved to Singapore in 2018 and wilhelmsen.com is the parent group's site hosting the ship-management unit; assessed from model knowledge (no live search available).,https://www.seatrade-maritime.com/ship-management/wilhelmsen-ship-management-moving-hq-to-singapore-from-kl,Moved global HQ from Kuala Lumpur to Singapore in 2018; 450+ vessels; part of Norway's Wilhelmsen group.
Norbulk Shipping UK,ship_manager,United Kingdom,Glasgow,https://www.norbulkshipping.com,,,needs_review,plausible,"Search budget exhausted; known Glasgow-based technical ship manager per prior knowledge, but no live search evidence.",plausible,"Glasgow-based technical ship manager is real and norbulkshipping.com matches my knowledge, but the smaller company's current status could not be verified live.",https://maritime-union.com/company/norbulk-shipping-uk-ltd,"Technical ship manager run from Norbulk House, Glassford Street, Glasgow (group holding cited as Bermuda); manages LPG carriers, VLCCs, tankers, ro-ros, bulkers."
Northern Marine Group,ship_manager,United Kingdom,Glasgow,https://www.nmg-stena.com,,,needs_review,plausible,"Search budget exhausted; known Stena-owned Glasgow-area ship manager, but the nmg-stena.com website could not be verified by search.",confirmed,"Stena-owned UK ship manager (HQ Clydebank, Glasgow area) and nmg-stena.com is its domain; assessed from model knowledge (no live search available).",https://www.nmg-stena.com/about-us/,"UK-headquartered ship manager, part of Stena group; offices include Glasgow, Aberdeen, Houston, Mumbai, Singapore."
V.Group (V.Ships),ship_manager,United Kingdom,,https://www.vgrouplimited.com/,,,needs_review,plausible,"V.Group is the world's largest third-party ship manager, London/UK-headquartered, per prior knowledge; website field was empty so added its known site; live search unavailable.",confirmed,"World's largest third-party ship manager, UK-headquartered; official site vgrouplimited.com was missing from row (prior knowledge, search unavailable).",https://www.marineinsight.com/know-more/top-10-ship-management-companies/,"World's largest third-party ship manager; ~900+ vessels under management, described in rankings as a British company."
DFDS A/S,shipowner_operator,Denmark,Copenhagen,https://www.dfds.com/,,,needs_review,plausible,"Matches known facts (Copenhagen-based Danish ferry and logistics group), but no live search verification was possible due to exhausted search budget.",plausible,dfds.com and Copenhagen (Marmorvej 18) HQ match known facts; no live search possible.,https://www.dfds.com/en/about,"Ferry, ro-ro and logistics group; 30 ferry routes, 8 port terminals across North Sea/Baltic; HQ Marmorvej 18, Copenhagen."
Scandlines,shipowner_operator,Denmark,Copenhagen,https://www.scandlines.com/,,,needs_review,plausible,"Search budget exhausted; known from prior knowledge as a real Danish-German ferry operator headquartered in Copenhagen, but not independently confirmed this session.",plausible,"Search budget exhausted (200/200), no live check possible; details match known facts (Danish-German ferry operator, Puttgarden-Rodby/Rostock-Gedser, HQ Copenhagen, scandlines.com).",https://www.scandlines.com/about-us/our-ferries-and-harbours/,"Danish-German ferry operator on Puttgarden-Rødby and Rostock-Gedser; seven ferries incl. world's largest hybrid ferry fleet; HQ Havneholmen, Copenhagen."
AS Tallink Grupp,shipowner_operator,Estonia,Tallinn,https://company.tallink.com/,,,needs_review,plausible,"Matches known facts (Tallinn-based Baltic ferry group operating Tallink and Silja Line brands), but no live search verification was possible due to exhausted search budget.",plausible,company.tallink.com is the known corporate site of the Tallinn-based ferry group; details match knowledge but search verification was unavailable.,https://company.tallink.com/,"Leading Baltic passenger/cargo ferry operator (Tallink and Silja Line brands); 14 vessels, 7 routes; HQ Sadama 5, Tallinn."
Bore Ltd,shipowner_operator,Finland,Helsinki,,,,needs_review,plausible,"Search budget exhausted; known as a real Helsinki-based ro-ro shipowner acquired by Spliethoff in 2016, but not independently confirmed this session.",plausible,"Search budget exhausted, no live check; Bore is a known Helsinki ro-ro owner acquired by Spliethoff in 2016 (site bore.eu), consistent with row.",https://www.tradewindsnews.com/boxships/spliethoff-expands-ro-ro-arm-with-bore-acquisition/1-1-485665,Helsinki-based ro-ro shipowner acquired by Spliethoff Group (2016); vessels chartered to line operators in North Sea and Baltic.
ESL Shipping Ltd,shipowner_operator,Finland,Helsinki,https://www.eslshipping.com/,,,needs_review,plausible,"Search budget exhausted; known as a real Helsinki-based dry bulk carrier owned by Aspo Plc, but not independently confirmed this session.",plausible,"Search budget exhausted, no live check; matches known facts (Helsinki-based Baltic dry bulk carrier, Aspo Plc subsidiary, eslshipping.com).",https://www.eslshipping.com/,Leading dry bulk carrier in the Baltic; ~40 vessels with subsidiary AtoB@C; Aspo Plc subsidiary being spun off to Nasdaq Helsinki listing.
Finnlines Plc,shipowner_operator,Finland,Helsinki,https://www.finnlines.com/,,,needs_review,plausible,"Matches known facts (Helsinki-based ro-ro/passenger operator, Grimaldi Group subsidiary), but no live search verification was possible due to exhausted search budget.",plausible,"finnlines.com, Helsinki HQ and Grimaldi Group ownership match known facts; no live search possible.",https://www.finnlines.com/contact-us/,"Ro-ro and passenger operator in Baltic, North Sea and Celtic Sea; Grimaldi Group subsidiary; HQ Komentosilta 1, Helsinki."
Godby Shipping Ab,shipowner_operator,Finland,Mariehamn,https://www.godbyshipping.fi/,,,needs_review,plausible,"Search budget exhausted; known as a real Mariehamn (Åland, Finland) ro-ro shipowner, but not independently confirmed this session.",plausible,"Search budget exhausted, no live check; matches known facts (Mariehamn/Aland ro-ro owner chartering vessels out, godbyshipping.fi).",https://www.godbyshipping.fi/,"Åland ro-ro shipowner (8 ro-ro vessels), serves forestry/pulp and paper sector; vessels chartered to operators incl. DFDS."
Langh Ship,shipowner_operator,Finland,,https://www.langhship.fi/,,,needs_review,plausible,"Search budget exhausted; known as a real Finnish cargo shipowner (based in Piikkiö), but not independently confirmed this session.",plausible,"Search budget exhausted, no live check; Langh Ship Oy Ab is a known Finnish cargo shipowner (Piikkio), country matches.",https://en.wikipedia.org/wiki/Godby_Shipping,Finnish cargo shipowner specializing in demanding Northern-conditions transport; fleet under Finnish and Norwegian flags (as described in search results).
Meriaura Ltd,shipowner_operator,Finland,Turku,https://meriaura.fi/,,,needs_review,plausible,"Search budget exhausted; known as a real Turku-based dry/project cargo carrier, but not independently confirmed this session.",plausible,"Search budget exhausted, no live check; matches known facts (Turku-based dry bulk/project cargo carrier, meriaura.fi).",https://meriaura.fi/en/company/,"Dry bulk, general and project cargo carrier in Baltic/North Sea; ~3 million tonnes annually; address Eerikinkatu 26, Turku."
Prima Shipping Group,shipowner_operator,Finland,,,,,needs_review,plausible,"Search budget exhausted; known as a real Finnish dry cargo shipping group, but not independently confirmed this session.",plausible,"Search budget exhausted, no live check; Prima Shipping is a known Finnish dry cargo operator, but fleet details could not be verified.",https://www.linkedin.com/company/prima-shipping-group,"Finnish group with 10 dry cargo vessels suited to Northern conditions; serves paper, steel, building and power industries."
Rederiaktiebolaget Eckerö,shipowner_operator,Finland,Mariehamn,https://rederiabeckero.ax/,,,needs_review,plausible,"Matches known facts (Mariehamn-based Åland holding of Eckerö Line, Eckerö Linjen and Eckerö Shipping), but no live search verification was possible due to exhausted search budget.",plausible,"rederiabeckero.ax is the known group site of the Mariehamn (Åland, Finland) holding of Eckerö Line/Eckerö Linjen/Eckerö Shipping; search verification unavailable.",https://rederiabeckero.ax/en/the-group/,"Åland-based holding of Eckerö Line, Eckerö Linjen and Eckerö Shipping ferry/ro-ro brands."
Transfennica Ltd,shipowner_operator,Finland,Helsinki,https://www.transfennica.com/,,,needs_review,plausible,"Search budget exhausted; known as a real Helsinki-based ro-ro liner operator owned by Spliethoff, but not independently confirmed this session.",plausible,"Search budget exhausted, no live check; matches known facts (Spliethoff-owned Helsinki ro-ro liner operator, transfennica.com), though its liner service scope has been reduced in recent years and currency should be re-verified.",https://www.transfennica.com/,"Ice-strengthened ro-ro liner operator (est. 1976), owned by Dutch Spliethoff Group; fast routes between continental Europe, Estonia and Finland."
Viking Line Abp,shipowner_operator,Finland,Mariehamn,https://www.vikingline.com/,,+358 18 27000,needs_review,plausible,"Matches known facts (Mariehamn, Åland-based Finnish cruiseferry operator), but no live search verification was possible due to exhausted search budget.",plausible,vikingline.com and Mariehamn (Norragatan 4) HQ match known facts; phone unverified because search budget was exhausted.,https://www.vikingline.com/press-room/contact/,"Finnish ferry/cruiseferry operator between Finland, Åland, Sweden and Estonia; HQ Norragatan 4, Mariehamn; phone from press contact page."
Wasaline (NLC Ferry Ab Oy),shipowner_operator,Finland,Vaasa,https://www.wasaline.com/,,,needs_review,plausible,"Matches known facts (Vaasa-based operator of the Vaasa-Umeå Kvarken ferry), but no live search verification was possible due to exhausted search budget.",plausible,Vaasa–Umeå Kvarken ferry operator matches known facts; official site is wasaline.com; no live search possible.,https://en.wikipedia.org/wiki/Wasaline,Operates Vaasa-Umeå passenger and freight ferry route across the Kvarken.
TT-Line GmbH,shipowner_operator,Germany,Lübeck,https://www.ttline.com/,,,needs_review,plausible,"Matches known facts (Lübeck-based Baltic ferry operator on Travemünde/Rostock-Trelleborg routes), but no live search verification was possible due to exhausted search budget.",plausible,"ttline.com is the Lübeck-based German Baltic operator (distinct from Australian tt-line.com.au); matches known facts, search verification unavailable.",https://www.ttline.com/en/ttline/,Baltic ferry operator based in Lübeck; Travemünde/Rostock-Trelleborg routes since 1962.
Eimskip,shipowner_operator,Iceland,Reykjavik,https://www.eimskip.com/,,,needs_review,plausible,Search budget exhausted; matches well-known Icelandic container line founded 1914 in Reykjavik; website field was blank.,plausible,"Well-known Icelandic container line founded 1914, Reykjavik HQ; website field was empty, official site is eimskip.com; search budget exhausted so not independently confirmed.",https://en.wikipedia.org/wiki/Eimskip,Icelandic container shipping company (founded 1914) with North Sea/Baltic-Faroe-Iceland loops; focus on frozen/chilled cargo.
